Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,F04,L_T Frozen 1da,1.35,28.75,13.17,23.42,6.37
1,F05,Unassigned,1.35,1.63,0.28,0.51,0.7
1,F06,L_PBMC Frozen 1da,1.35,25.26,23.7,42.15,5
1,F07,L_PBMC Frozen 1da,1.35,28.93,36.99,65.78,5
1,F08,L_T Frozen 1da,1.35,21.25,13.28,23.61,5
1,F09,L_T Frozen 1da,1.35,38.5,18.29,32.52,3
1,F10,L_T Frozen 1da,1.35,29.94,11.91,21.18,3
1,F11,Unassigned,1.35,-10.15,0.84,1.49,3
1,F12,Background,1.35,0,0,0,
1,G01,Background,1.35,0,0,0,
1,G02,L_T Frozen 1da,1.35,20.72,4.48,7.98,7
1,G03,L_T Frozen 1da,1.35,16.51,5.62,10,7
1,G04,L_T Frozen 1da,1.35,19.3,4.63,8.23,7
1,G05,Unassigned,1.35,1.17,0.06,0.11,7
1,G06,L_PBMC Frozen 1da,1.35,36.2,21.79,38.76,4
1,G07,L_PBMC Frozen 1da,1.35,41.77,22.7,40.37,4
1,G08,L_T Frozen 1da,1.35,10.76,9.94,17.69,4
1,G09,L_T Frozen 1da,1.35,13.51,7.14,12.69,3
1,G10,12:00 AM,1.35,2.78,4.07,7.23,3
1,G11,Unassigned,1.35,-2.07,-0.01,-0.02,3
1,G12,Background,1.35,0,0,0,
1,H01,Background,1.35,0,0,0,
1,H02,Background,1.35,0,0,0,
1,H03,Background,1.35,0,0,0,
1,H04,Background,1.35,0,0,0,
1,H05,Background,1.35,0,0,0,
1,H06,Background,1.35,0,0,0,
1,H07,Background,1.35,0,0,0,
1,H08,Background,1.35,0,0,0,
1,H09,Background,1.35,0,0,0,
1,H10,Background,1.35,0,0,0,
1,H11,Background,1.35,0,0,0,
1,H12,Background,1.35,0,0,0,
2,A01,Background,8.23,0,0,0,
2,A02,Background,8.23,0,0,0,
2,A03,Background,8.23,0,0,0,
2,A04,Background,8.23,0,0,0,
2,A05,Background,8.23,0,0,0,
2,A06,Background,8.23,0,0,0,
2,A07,Background,8.23,0,0,0,
2,A08,Background,8.23,0,0,0,
2,A09,Background,8.23,0,0,0,
2,A10,Background,8.23,0,0,0,
2,A11,Background,8.23,0,0,0,
2,A12,Background,8.23,0,0,0,
2,B01,Background,8.23,0,0,0,
2,B02,L_PBMC Frozen 2mo,8.23,-15.01,25.92,46.09,7
2,B03,L_PBMC Frozen 2mo,8.23,37.53,28.67,50.98,7
2,B04,L_PBMC Frozen 2mo,8.23,35.15,31.91,56.74,7
2,B05,Unassigned,8.23,3.85,0,0.01,7
2,B06,L_PBMC Fresh,8.23,31.08,13.8,24.55,7
2,B07,L_PBMC Fresh,8.23,30.22,12.04,21.41,7
2,B08,7 700K,8.23,41.86,37.02,65.84,7
2,B09,7 700K,8.23,39.07,29.96,53.28,6.6
2,B10,7A,8.23,15.72,8.61,15.32,7
2,B11,Unassigned,8.23,-0.51,-1.15,-2.05,7
2,B12,Background,8.23,0,0,0,
2,C01,Background,8.23,0,0,0,
2,C02,L_PBMC Fresh,8.23,52.06,12.82,22.81,7
2,C03,L_PBMC Fresh,8.23,38.68,12.04,21.41,7
2,C04,L_PBMC Fresh,8.23,46.8,15.65,27.84,7
2,C05,L_PBMC Fresh,8.23,48.49,17.92,31.86,7
2,C06,L_PBMC Fresh,8.23,32.75,11.88,21.13,2
2,C07,L_PBMC Fresh,8.23,29.36,13.77,24.48,2
2,C08,L_PBMC Fresh,8.23,48.3,13.99,24.87,2
2,C09,L_PBMC Fresh,8.23,58.72,20.21,35.94,2
2,C10,L_PBMC Fresh,8.23,46.37,13.48,23.97,5.62
2,C11,L_PBMC Fresh,8.23,46.63,13.03,23.17,5.62
2,C12,Background,8.23,0,0,0,
2,D01,Background,8.23,0,0,0,
2,D02,L_T Frozen 3wk,8.23,26.2,5.82,10.36,7
2,D03,L_T Frozen 3wk,8.23,18.54,6.87,12.22,7
2,D04,L_T Frozen 3wk,8.23,25.3,8.55,15.21,7
2,D05,Unassigned,8.23,3.8,-0.43,-0.77,7
2,D06,L_PBMC Fresh,8.23,16.98,11.61,20.66,5.11
2,D07,L_PBMC Fresh,8.23,23.44,11.67,20.76,5.11
2,D08,9 700K,8.23,12.97,8.57,15.24,4.52
2,D09,9 700K,8.23,25.6,5.78,10.28,6
2,D10,9 700K,8.23,17.76,6.65,11.83,6
2,D11,Unassigned,8.23,0.52,0.18,0.32,6
2,D12,Background,8.23,0,0,0,
2,E01,Background,8.23,0,0,0,
2,E02,L_PBMC Fresh,8.23,38.22,12.24,21.76,7
2,E03,L_PBMC Fresh,8.23,29.43,12.77,22.71,7
2,E04,L_PBMC Fresh,8.23,33.89,12.52,22.27,7
2,E05,L_PBMC Fresh,8.23,35.9,13.37,23.78,7
2,E06,L_PBMC Fresh,8.23,-15.69,10.72,19.07,7
2,E07,L_PBMC Fresh,8.23,16.31,16.23,28.86,7
2,E08,L_PBMC Fresh,8.23,33.27,13.13,23.35,7
2,E09,L_PBMC Fresh,8.23,32.78,14.06,25,4
2,E10,L_PBMC Fresh,8.23,31.37,11.8,20.99,4
2,E11,L_PBMC Fresh,8.23,33.91,11.12,19.77,4
2,E12,Background,8.23,0,0,0,
2,F01,Background,8.23,0,0,0,
2,F02,L_T Frozen 1da,8.23,37.41,9.7,17.24,6.37
2,F03,L_T Frozen 1da,8.23,16.73,9.56,16.99,6.37
2,F04,L_T Frozen 1da,8.23,34.31,10.81,19.23,6.37
2,F05,Unassigned,8.23,-0.41,0.06,0.11,0.7
2,F06,L_PBMC Frozen 1da,8.23,29.03,19.77,35.16,5
2,F07,L_PBMC Frozen 1da,8.23,38.85,29.61,52.65,5
2,F08,L_T Frozen 1da,8.23,22.49,12.58,22.37,5
2,F09,L_T Frozen 1da,8.23,37.72,13.18,23.45,3
2,F10,L_T Frozen 1da,8.23,30.16,10.95,19.46,3
2,F11,Unassigned,8.23,-9.41,0.76,1.35,3
2,F12,Background,8.23,0,0,0,
2,G01,Background,8.23,0,0,0,
2,G02,L_T Frozen 1da,8.23,15.86,3.67,6.53,7
2,G03,L_T Frozen 1da,8.23,13.6,5.06,9,7
2,G04,L_T Frozen 1da,8.23,16.14,3.85,6.85,7
2,G05,Unassigned,8.23,-1,0.55,0.98,7
2,G06,L_PBMC Frozen 1da,8.23,37.36,17.32,30.81,4
2,G07,L_PBMC Frozen 1da,8.23,43.99,20.23,35.97,4
2,G08,L_T Frozen 1da,8.23,10.74,7.49,13.32,4
2,G09,L_T Frozen 1da,8.23,14.52,6.99,12.43,3
2,G10,12:00 AM,8.23,4.6,3.97,7.06,3
2,G11,Unassigned,8.23,-3.75,0.15,0.27,3
2,G12,Background,8.23,0,0,0,
2,H01,Background,8.23,0,0,0,
2,H02,Background,8.23,0,0,0,
2,H03,Background,8.23,0,0,0,
2,H04,Background,8.23,0,0,0,
2,H05,Background,8.23,0,0,0,
2,H06,Background,8.23,0,0,0,
2,H07,Background,8.23,0,0,0,
2,H08,Background,8.23,0,0,0,
2,H09,Background,8.23,0,0,0,
2,H10,Background,8.23,0,0,0,
2,H11,Background,8.23,0,0,0,
2,H12,Background,8.23,0,0,0,
3,A01,Background,15.17,0,0,0,
3,A02,Background,15.17,0,0,0,
3,A03,Background,15.17,0,0,0,
3,A04,Background,15.17,0,0,0,
3,A05,Background,15.17,0,0,0,
3,A06,Background,15.17,0,0,0,
3,A07,Background,15.17,0,0,0,
3,A08,Background,15.17,0,0,0,
3,A09,Background,15.17,0,0,0,
3,A10,Background,15.17,0,0,0,
3,A11,Background,15.17,0,0,0,
3,A12,Background,15.17,0,0,0,
3,B01,Background,15.17,0,0,0,
3,B02,L_PBMC Frozen 2mo,15.17,-15.71,25.3,44.99,7
3,B03,L_PBMC Frozen 2mo,15.17,36.47,31.14,55.39,7
3,B04,L_PBMC Frozen 2mo,15.17,35.2,31.52,56.06,7
3,B05,Unassigned,15.17,3.96,0.27,0.48,7
3,B06,L_PBMC Fresh,15.17,31.6,13.49,23.99,7
3,B07,L_PBMC Fresh,15.17,30.69,11.5,20.46,7
3,B08,7 700K,15.17,41.36,36.72,65.3,7
3,B09,7 700K,15.17,38.44,30.16,53.63,6.6
3,B10,7A,15.17,15.65,8.62,15.32,7
3,B11,Unassigned,15.17,-1.46,-0.58,-1.02,7
3,B12,Background,15.17,0,0,0,
3,C01,Background,15.17,0,0,0,
3,C02,L_PBMC Fresh,15.17,53.5,12.74,22.66,7
3,C03,L_PBMC Fresh,15.17,41.27,12.52,22.26,7
3,C04,L_PBMC Fresh,15.17,47.43,15.03,26.72,7
3,C05,L_PBMC Fresh,15.17,50.01,17.65,31.39,7
3,C06,L_PBMC Fresh,15.17,32.59,11.68,20.77,2
3,C07,L_PBMC Fresh,15.17,27.54,13.41,23.86,2
3,C08,L_PBMC Fresh,15.17,51.11,14.25,25.34,2
3,C09,L_PBMC Fresh,15.17,59.93,18.48,32.86,2
3,C10,L_PBMC Fresh,15.17,47.92,13.16,23.4,5.62
3,C11,L_PBMC Fresh,15.17,48.86,12.36,21.97,5.62
3,C12,Background,15.17,0,0,0,
3,D01,Background,15.17,0,0,0,
3,D02,L_T Frozen 3wk,15.17,25.97,5.46,9.71,7
3,D03,L_T Frozen 3wk,15.17,19.85,6.61,11.75,7
3,D04,L_T Frozen 3wk,15.17,28.39,8.21,14.6,7
3,D05,Unassigned,15.17,3.37,-0.08,-0.14,7
3,D06,L_PBMC Fresh,15.17,19.89,11.55,20.54,5.11
3,D07,L_PBMC Fresh,15.17,22.08,11.69,20.79,5.11
3,D08,9 700K,15.17,17.84,7.12,12.66,4.52
3,D09,9 700K,15.17,27.2,5.84,10.39,6
3,D10,9 700K,15.17,19.72,6.85,12.17,6
3,D11,Unassigned,15.17,-0.25,-0.09,-0.17,6
3,D12,Background,15.17,0,0,0,
3,E01,Background,15.17,0,0,0,
3,E02,L_PBMC Fresh,15.17,39.04,12.37,22,7
3,E03,L_PBMC Fresh,15.17,31.24,12.88,22.9,7
3,E04,L_PBMC Fresh,15.17,40.15,12.4,22.05,7
3,E05,L_PBMC Fresh,15.17,37.45,13.54,24.08,7
3,E06,L_PBMC Fresh,15.17,-13.14,10.39,18.47,7
3,E07,L_PBMC Fresh,15.17,19.68,16.05,28.55,7
3,E08,L_PBMC Fresh,15.17,33.6,12.6,22.41,7
3,E09,L_PBMC Fresh,15.17,34.33,14.5,25.79,4
3,E10,L_PBMC Fresh,15.17,34.28,12.4,22.05,4
3,E11,L_PBMC Fresh,15.17,34.61,11.29,20.07,4
3,E12,Background,15.17,0,0,0,
3,F01,Background,15.17,0,0,0,
3,F02,L_T Frozen 1da,15.17,38.43,9.48,16.86,6.37
3,F03,L_T Frozen 1da,15.17,19.65,9.39,16.7,6.37
3,F04,L_T Frozen 1da,15.17,36.61,11.52,20.48,6.37
3,F05,Unassigned,15.17,1.18,0.6,1.06,0.7
3,F06,L_PBMC Frozen 1da,15.17,31.77,19.62,34.9,5
3,F07,L_PBMC Frozen 1da,15.17,43.47,28.7,51.04,5
3,F08,L_T Frozen 1da,15.17,24.57,11.57,20.58,5
3,F09,L_T Frozen 1da,15.17,34.85,12.66,22.51,3
3,F10,L_T Frozen 1da,15.17,31.47,10.84,19.28,3
3,F11,Unassigned,15.17,-7.4,0.46,0.81,3
3,F12,Background,15.17,0,0,0,
3,G01,Background,15.17,0,0,0,
3,G02,L_T Frozen 1da,15.17,17.68,3.81,6.77,7
3,G03,L_T Frozen 1da,15.17,15.34,4.79,8.53,7
3,G04,L_T Frozen 1da,15.17,18.1,4.28,7.62,7
3,G05,Unassigned,15.17,-0.29,0.53,0.94,7
3,G06,L_PBMC Frozen 1da,15.17,38.83,16.88,30.01,4
3,G07,L_PBMC Frozen 1da,15.17,42.85,19.35,34.41,4
3,G08,L_T Frozen 1da,15.17,11.58,8.58,15.26,4
3,G09,L_T Frozen 1da,15.17,14.13,6.46,11.48,3
3,G10,12:00 AM,15.17,5.44,3.93,7,3
3,G11,Unassigned,15.17,-4.14,0.08,0.14,3
3,G12,Background,15.17,0,0,0,
3,H01,Background,15.17,0,0,0,
3,H02,Background,15.17,0,0,0,
3,H03,Background,15.17,0,0,0,
3,H04,Background,15.17,0,0,0,
3,H05,Background,15.17,0,0,0,
3,H06,Background,15.17,0,0,0,
3,H07,Background,15.17,0,0,0,
3,H08,Background,15.17,0,0,0,
3,H09,Background,15.17,0,0,0,
3,H10,Background,15.17,0,0,0,
3,H11,Background,15.17,0,0,0,
3,H12,Background,15.17,0,0,0,
4,A01,Background,22.73,0,0,0,
4,A02,Background,22.73,0,0,0,
4,A03,Background,22.73,0,0,0,
4,A04,Background,22.73,0,0,0,
4,A05,Background,22.73,0,0,0,
4,A06,Background,22.73,0,0,0,
4,A07,Background,22.73,0,0,0,
4,A08,Background,22.73,0,0,0,
4,A09,Background,22.73,0,0,0,
4,A10,Background,22.73,0,0,0,
4,A11,Background,22.73,0,0,0,
4,A12,Background,22.73,0,0,0,
4,B01,Background,22.73,0,0,0,
4,B02,L_PBMC Frozen 2mo,22.73,-33.63,32.89,58.5,7
4,B03,L_PBMC Frozen 2mo,22.73,23.76,38.7,68.83,7
4,B04,L_PBMC Frozen 2mo,22.73,22.28,38.06,67.68,7
4,B05,Unassigned,22.73,3.16,0.24,0.43,7
4,B06,L_PBMC Fresh,22.73,10.59,20.57,36.59,7
4,B07,L_PBMC Fresh,22.73,18.78,17.88,31.79,7
4,B08,7 700K,22.73,28.34,45.2,80.38,7
4,B09,7 700K,22.73,27.1,37.22,66.2,6.6
4,B10,7A,22.73,12.1,11.63,20.69,7
4,B11,Unassigned,22.73,-1.66,-0.47,-0.83,7
4,B12,Background,22.73,0,0,0,
4,C01,Background,22.73,0,0,0,
4,C02,L_PBMC Fresh,22.73,23.74,29.12,51.78,7
4,C03,L_PBMC Fresh,22.73,13.06,26.41,46.97,7
4,C04,L_PBMC Fresh,22.73,18.9,29.61,52.66,7
4,C05,L_PBMC Fresh,22.73,22.57,27.3,48.55,7
4,C06,L_PBMC Fresh,22.73,17.46,18.63,33.14,2
4,C07,L_PBMC Fresh,22.73,15.09,19.21,34.17,2
4,C08,L_PBMC Fresh,22.73,35.78,30.36,53.99,2
4,C09,L_PBMC Fresh,22.73,37.14,34.56,61.47,2
4,C10,L_PBMC Fresh,22.73,19.4,29.21,51.96,5.62
4,C11,L_PBMC Fresh,22.73,21.38,26.97,47.96,5.62
4,C12,Background,22.73,0,0,0,
4,D01,Background,22.73,0,0,0,
4,D02,L_T Frozen 3wk,22.73,14.2,8.91,15.84,7
4,D03,L_T Frozen 3wk,22.73,10.56,10.25,18.22,7
4,D04,L_T Frozen 3wk,22.73,16.32,9.96,17.72,7
4,D05,Unassigned,22.73,3.29,-0.64,-1.13,7
4,D06,L_PBMC Fresh,22.73,7.12,20,35.57,5.11
4,D07,L_PBMC Fresh,22.73,9.42,18.31,32.56,5.11
4,D08,9 700K,22.73,5.17,9.42,16.75,4.52
4,D09,9 700K,22.73,15.1,8.25,14.68,6
4,D10,9 700K,22.73,12.67,9.96,17.72,6
4,D11,Unassigned,22.73,0.92,-0.16,-0.28,6
4,D12,Background,22.73,0,0,0,
4,E01,Background,22.73,0,0,0,
4,E02,L_PBMC Fresh,22.73,18.24,21.38,38.02,7
4,E03,L_PBMC Fresh,22.73,9.38,24.15,42.96,7
4,E04,L_PBMC Fresh,22.73,16.75,23.44,41.69,7
4,E05,L_PBMC Fresh,22.73,18.53,23.61,41.98,7
4,E06,L_PBMC Fresh,22.73,-22.74,17.04,30.3,7
4,E07,L_PBMC Fresh,22.73,12.57,20.74,36.89,7
4,E08,L_PBMC Fresh,22.73,16.99,23.13,41.14,7
4,E09,L_PBMC Fresh,22.73,17.38,24.36,43.32,4
4,E10,L_PBMC Fresh,22.73,11.43,23.87,42.45,4
4,E11,L_PBMC Fresh,22.73,34.86,22.77,40.49,4
4,E12,Background,22.73,0,0,0,
4,F01,Background,22.73,0,0,0,
4,F02,L_T Frozen 1da,22.73,19.64,12.3,21.87,6.37
4,F03,L_T Frozen 1da,22.73,2.28,13.16,23.41,6.37
4,F04,L_T Frozen 1da,22.73,23.41,13.8,24.54,6.37
4,F05,Unassigned,22.73,1.56,0.24,0.42,0.7
4,F06,L_PBMC Frozen 1da,22.73,23.5,25.22,44.85,5
4,F07,L_PBMC Frozen 1da,22.73,29.11,33.08,58.82,5
4,F08,L_T Frozen 1da,22.73,9.42,13.3,23.64,5
4,F09,L_T Frozen 1da,22.73,18.94,13.77,24.48,3
4,F10,L_T Frozen 1da,22.73,18.53,12.87,22.88,3
4,F11,Unassigned,22.73,0.98,0.39,0.7,3
4,F12,Background,22.73,0,0,0,
4,G01,Background,22.73,0,0,0,
4,G02,L_T Frozen 1da,22.73,9.46,6.62,11.78,7
4,G03,L_T Frozen 1da,22.73,7.58,6.56,11.67,7
4,G04,L_T Frozen 1da,22.73,11.15,6.37,11.33,7
4,G05,Unassigned,22.73,0.78,0.2,0.35,7
4,G06,L_PBMC Frozen 1da,22.73,20.52,26.21,46.61,4
4,G07,L_PBMC Frozen 1da,22.73,22.85,26.7,47.48,4
4,G08,L_T Frozen 1da,22.73,4.75,9.76,17.36,4
4,G09,L_T Frozen 1da,22.73,23.89,7.04,12.52,3
4,G10,12:00 AM,22.73,1.77,4.45,7.91,3
4,G11,Unassigned,22.73,-2.9,0.05,0.09,3
4,G12,Background,22.73,0,0,0,
4,H01,Background,22.73,0,0,0,
4,H02,Background,22.73,0,0,0,
4,H03,Background,22.73,0,0,0,
4,H04,Background,22.73,0,0,0,
4,H05,Background,22.73,0,0,0,
4,H06,Background,22.73,0,0,0,
4,H07,Background,22.73,0,0,0,
4,H08,Background,22.73,0,0,0,
4,H09,Background,22.73,0,0,0,
4,H10,Background,22.73,0,0,0,
4,H11,Background,22.73,0,0,0,
4,H12,Background,22.73,0,0,0,
5,A01,Background,29.87,0,0,0,
5,A02,Background,29.87,0,0,0,
5,A03,Background,29.87,0,0,0,
5,A04,Background,29.87,0,0,0,
5,A05,Background,29.87,0,0,0,
5,A06,Background,29.87,0,0,0,
5,A07,Background,29.87,0,0,0,
5,A08,Background,29.87,0,0,0,
5,A09,Background,29.87,0,0,0,
5,A10,Background,29.87,0,0,0,
5,A11,Background,29.87,0,0,0,
5,A12,Background,29.87,0,0,0,
5,B01,Background,29.87,0,0,0,
5,B02,L_PBMC Frozen 2mo,29.87,-33.91,31.2,55.49,7
5,B03,L_PBMC Frozen 2mo,29.87,23.5,37.81,67.24,7
5,B04,L_PBMC Frozen 2mo,29.87,22.69,37.74,67.11,7
5,B05,Unassigned,29.87,1.93,0.36,0.64,7
5,B06,L_PBMC Fresh,29.87,11.9,22.97,40.84,7
5,B07,L_PBMC Fresh,29.87,16.95,19.33,34.37,7
5,B08,7 700K,29.87,28.27,44.57,79.27,7
5,B09,7 700K,29.87,26.39,37.81,67.23,6.6
5,B10,7A,29.87,13.42,10.82,19.25,7
5,B11,Unassigned,29.87,-0.65,-0.51,-0.91,7
5,B12,Background,29.87,0,0,0,
5,C01,Background,29.87,0,0,0,
5,C02,L_PBMC Fresh,29.87,22.9,30.38,54.03,7
5,C03,L_PBMC Fresh,29.87,14.4,28.75,51.13,7
5,C04,L_PBMC Fresh,29.87,18.53,32.52,57.84,7
5,C05,L_PBMC Fresh,29.87,24.28,31.55,56.11,7
5,C06,L_PBMC Fresh,29.87,17.6,21.03,37.4,2
5,C07,L_PBMC Fresh,29.87,14.43,22.54,40.09,2
5,C08,L_PBMC Fresh,29.87,30.84,35.35,62.86,2
5,C09,L_PBMC Fresh,29.87,40.88,39.75,70.68,2
5,C10,L_PBMC Fresh,29.87,24.1,32.48,57.77,5.62
5,C11,L_PBMC Fresh,29.87,24.94,31.75,56.46,5.62
5,C12,Background,29.87,0,0,0,
5,D01,Background,29.87,0,0,0,
5,D02,L_T Frozen 3wk,29.87,15.7,8.49,15.11,7
5,D03,L_T Frozen 3wk,29.87,10.84,9.21,16.38,7
5,D04,L_T Frozen 3wk,29.87,16.94,8.84,15.71,7
5,D05,Unassigned,29.87,1.53,-0.1,-0.18,7
5,D06,L_PBMC Fresh,29.87,7.63,23.07,41.03,5.11
5,D07,L_PBMC Fresh,29.87,11.26,21.17,37.65,5.11
5,D08,9 700K,29.87,7.82,9.32,16.58,4.52
5,D09,9 700K,29.87,17.73,8.04,14.3,6
5,D10,9 700K,29.87,16.4,9.78,17.39,6
5,D11,Unassigned,29.87,1.17,-0.43,-0.77,6
5,D12,Background,29.87,0,0,0,
5,E01,Background,29.87,0,0,0,
5,E02,L_PBMC Fresh,29.87,18.24,22.91,40.75,7
5,E03,L_PBMC Fresh,29.87,9.84,26.38,46.91,7
5,E04,L_PBMC Fresh,29.87,17.24,25.4,45.17,7
5,E05,L_PBMC Fresh,29.87,15.74,26.09,46.4,7
5,E06,L_PBMC Fresh,29.87,-23.29,19.3,34.32,7
5,E07,L_PBMC Fresh,29.87,10.01,23.12,41.12,7
5,E08,L_PBMC Fresh,29.87,21.64,25.41,45.19,7
5,E09,L_PBMC Fresh,29.87,21.76,27.16,48.3,4
5,E10,L_PBMC Fresh,29.87,13.66,26.38,46.92,4
5,E11,L_PBMC Fresh,29.87,34.46,25.17,44.75,4
5,E12,Background,29.87,0,0,0,
5,F01,Background,29.87,0,0,0,
5,F02,L_T Frozen 1da,29.87,20.1,12.25,21.78,6.37
5,F03,L_T Frozen 1da,29.87,3.24,13.57,24.14,6.37
5,F04,L_T Frozen 1da,29.87,24.5,16.02,28.49,6.37
5,F05,Unassigned,29.87,-0.32,0.34,0.61,0.7
5,F06,L_PBMC Frozen 1da,29.87,26.53,26.3,46.77,5
5,F07,L_PBMC Frozen 1da,29.87,30.74,35.19,62.59,5
5,F08,L_T Frozen 1da,29.87,10.31,14.47,25.73,5
5,F09,L_T Frozen 1da,29.87,20.88,14.93,26.55,3
5,F10,L_T Frozen 1da,29.87,20.89,13.92,24.76,3
5,F11,Unassigned,29.87,3.13,0.23,0.4,3
5,F12,Background,29.87,0,0,0,
5,G01,Background,29.87,0,0,0,
5,G02,L_T Frozen 1da,29.87,10.88,6.84,12.17,7
5,G03,L_T Frozen 1da,29.87,8.08,7.15,12.72,7
5,G04,L_T Frozen 1da,29.87,12.6,5.64,10.03,7
5,G05,Unassigned,29.87,-0.01,0.48,0.84,7
5,G06,L_PBMC Frozen 1da,29.87,21.79,25.25,44.91,4
5,G07,L_PBMC Frozen 1da,29.87,23.24,26.89,47.83,4
5,G08,L_T Frozen 1da,29.87,4.22,9.97,17.73,4
5,G09,L_T Frozen 1da,29.87,23.2,7.74,13.76,3
5,G10,12:00 AM,29.87,5.12,4.42,7.86,3
5,G11,Unassigned,29.87,-3.49,0.01,0.02,3
5,G12,Background,29.87,0,0,0,
5,H01,Background,29.87,0,0,0,
5,H02,Background,29.87,0,0,0,
5,H03,Background,29.87,0,0,0,
5,H04,Background,29.87,0,0,0,
5,H05,Background,29.87,0,0,0,
5,H06,Background,29.87,0,0,0,
5,H07,Background,29.87,0,0,0,
5,H08,Background,29.87,0,0,0,
5,H09,Background,29.87,0,0,0,
5,H10,Background,29.87,0,0,0,
5,H11,Background,29.87,0,0,0,
5,H12,Background,29.87,0,0,0,
6,A01,Background,37.02,0,0,0,
6,A02,Background,37.02,0,0,0,
6,A03,Background,37.02,0,0,0,
6,A04,Background,37.02,0,0,0,
6,A05,Background,37.02,0,0,0,
6,A06,Background,37.02,0,0,0,
6,A07,Background,37.02,0,0,0,
6,A08,Background,37.02,0,0,0,
6,A09,Background,37.02,0,0,0,
6,A10,Background,37.02,0,0,0,
6,A11,Background,37.02,0,0,0,
6,A12,Background,37.02,0,0,0,
6,B01,Background,37.02,0,0,0,
6,B02,L_PBMC Frozen 2mo,37.02,-36.35,31.64,56.26,7
6,B03,L_PBMC Frozen 2mo,37.02,25.28,37.1,65.98,7
6,B04,L_PBMC Frozen 2mo,37.02,21.98,34.93,62.13,7
6,B05,Unassigned,37.02,2.9,0.49,0.87,7
6,B06,L_PBMC Fresh,37.02,12.68,24.71,43.94,7
